20-09-2021- 18:35,20
20-09-2021- 18:35,20
20-09-2021- 18:35,20
20-09-2021- 18:35,20
20-09-2021- 18:35,20
20-09-2021- 18:36,20
20-09-2021- 18:36,20
20-09-2021- 18:36,2
20-09-2021- 18:36,2000
20-09-2021- 18:37,2000
20-09-2021- 18:40,2000
20-09-2021- 18:40,2000
20-09-2021- 18:41,200
20-09-2021- 18:42,200
20-09-2021- 18:42,100
22-09-2021- 21:25,100
22-09-2021- 21:25,100
22-09-2021- 21:25,100
22-09-2021- 21:25,100
22-09-2021- 21:26,100
22-09-2021- 21:26,100
22-09-2021- 21:26,100
22-09-2021- 21:26,100
22-09-2021- 21:26,100
22-09-2021- 21:26,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
22-09-2021- 21:27,100
07-10-2021- 08:37,-85
07-10-2021- 08:37,-86
07-10-2021- 08:37,-85
07-10-2021- 08:38,-86
07-10-2021- 08:38,-85
07-10-2021- 08:38,-85
07-10-2021- 08:38,-86
07-10-2021- 08:38,-86
07-10-2021- 08:39,-86
07-10-2021- 08:39,-85
07-10-2021- 08:39,-86
07-10-2021- 08:39,-84
07-10-2021- 08:39,-86
07-10-2021- 08:39,-85
07-10-2021- 08:40,-85
07-10-2021- 08:40,-85
07-10-2021- 08:40,-86
07-10-2021- 08:40,-85
07-10-2021- 08:40,-86
07-10-2021- 08:40,-85
07-10-2021- 08:41,-85
07-10-2021- 08:41,-85
07-10-2021- 08:41,-85
07-10-2021- 08:41,-85
07-10-2021- 08:41,-86
07-10-2021- 08:41,-86
07-10-2021- 08:44,-86
07-10-2021- 08:44,-85
07-10-2021- 08:44,-85
07-10-2021- 08:44,-86
07-10-2021- 08:45,-85
07-10-2021- 08:45,-85
07-10-2021- 08:45,-85
07-10-2021- 08:45,-85
07-10-2021- 08:45,-85
07-10-2021- 08:46,-85
07-10-2021- 08:46,-86
07-10-2021- 08:46,-85
07-10-2021- 08:46,-86
07-10-2021- 08:46,-85
07-10-2021- 08:47,-85
07-10-2021- 08:47,-85
07-10-2021- 08:47,-85
07-10-2021- 08:47,-85
07-10-2021- 08:48,-85
07-10-2021- 08:48,-85
07-10-2021- 08:48,-85
07-10-2021- 08:48,-85
07-10-2021- 08:48,-86
07-10-2021- 08:48,-85
07-10-2021- 08:49,-86
07-10-2021- 08:49,-85
07-10-2021- 08:49,-85
07-10-2021- 08:49,-86
07-10-2021- 08:49,-85
07-10-2021- 08:49,-85
07-10-2021- 08:50,-86
07-10-2021- 08:50,-85
07-10-2021- 08:50,-85
07-10-2021- 08:50,-85
07-10-2021- 08:50,-85
07-10-2021- 08:50,-86
07-10-2021- 08:51,-85
07-10-2021- 08:51,-86
07-10-2021- 08:51,-86
07-10-2021- 08:51,-85
07-10-2021- 08:51,-85
07-10-2021- 08:52,-86
07-10-2021- 08:52,-86
07-10-2021- 08:52,-85
07-10-2021- 08:52,-85
07-10-2021- 08:52,-85
07-10-2021- 08:52,-85
07-10-2021- 08:53,-86
07-10-2021- 08:53,-85
07-10-2021- 08:53,-86
07-10-2021- 08:53,-85
07-10-2021- 08:53,-85
07-10-2021- 08:53,-85
07-10-2021- 08:54,-86
07-10-2021- 08:54,-85
07-10-2021- 08:54,-85
07-10-2021- 08:54,-86
07-10-2021- 08:54,-86
07-10-2021- 08:54,-85
07-10-2021- 08:55,-84
07-10-2021- 08:55,-85
07-10-2021- 08:55,-85
07-10-2021- 08:55,-85
07-10-2021- 08:55,-86
07-10-2021- 08:55,-86
07-10-2021- 08:56,-85
07-10-2021- 08:56,-85
07-10-2021- 08:56,-85
07-10-2021- 08:56,-85
07-10-2021- 08:56,-85
07-10-2021- 08:56,-85
07-10-2021- 08:57,-86
07-10-2021- 08:57,-86
07-10-2021- 08:57,-85
07-10-2021- 08:57,-86
07-10-2021- 08:57,-85
07-10-2021- 08:57,-85
07-10-2021- 08:58,-86
07-10-2021- 08:58,-85
07-10-2021- 08:58,-86
07-10-2021- 08:58,-85
07-10-2021- 08:58,-85
07-10-2021- 08:58,-85
07-10-2021- 08:59,-86
07-10-2021- 08:59,-85
07-10-2021- 08:59,-85
07-10-2021- 08:59,-85
07-10-2021- 08:59,-85
07-10-2021- 08:59,-86
07-10-2021- 09:00,-85
07-10-2021- 09:00,-85
07-10-2021- 09:00,-84
07-10-2021- 09:00,-85
07-10-2021- 09:00,-85
07-10-2021- 09:00,-85
07-10-2021- 09:01,-85
07-10-2021- 09:01,-85
07-10-2021- 09:01,-86
07-10-2021- 09:01,-85
07-10-2021- 09:01,-85
07-10-2021- 09:01,-85
07-10-2021- 09:02,-84
07-10-2021- 09:02,-85
07-10-2021- 09:02,-86
07-10-2021- 09:02,-86
07-10-2021- 09:02,-86
07-10-2021- 09:02,-85
07-10-2021- 09:03,-85
07-10-2021- 09:03,-85
07-10-2021- 09:03,-85
07-10-2021- 09:03,-85
07-10-2021- 09:03,-85
07-10-2021- 09:03,-86
07-10-2021- 09:04,-85
07-10-2021- 09:04,-85
07-10-2021- 09:04,-85
07-10-2021- 09:04,-86
07-10-2021- 09:04,-85
07-10-2021- 09:04,-86
07-10-2021- 09:05,-85
07-10-2021- 09:05,-86
07-10-2021- 09:05,-85
07-10-2021- 09:05,-86
07-10-2021- 09:05,-85
07-10-2021- 09:05,-85
07-10-2021- 09:06,-85
07-10-2021- 09:06,-86
07-10-2021- 09:06,-85
07-10-2021- 09:06,-86
07-10-2021- 09:06,-86
07-10-2021- 09:06,-86
07-10-2021- 09:07,-85
07-10-2021- 09:07,-85
07-10-2021- 09:07,-85
07-10-2021- 09:07,-85
07-10-2021- 09:07,-85
07-10-2021- 09:07,-86
07-10-2021- 09:08,-85
07-10-2021- 09:08,-85
07-10-2021- 09:08,-85
07-10-2021- 09:08,-85
